text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
"um monte de macho no meu facebook desejando ""feliz dia da mulher"", mas que na balada se leva um fora chama de feia e gorda ATA";1;1;1;0;0;0;0;0;0;0;0;0
"A cada ""feliz dia da mulher menos pra feminista"" eu vejo o quão burra é a sociedade";1;1;0;0;1;0;0;0;0;0;0;0
@PolitzOficial ta certo, o q tem de terrorista posando de refugiado;1;0;0;0;0;0;0;0;0;0;1;0
É gorda e feia, por isso é oferecida, se fosse gata... —_ brigada amorrr, amei receber isso https://t.co/n6APtwOkF7;1;1;1;0;0;0;0;0;0;0;0;0
@nathisouzzaa UÉ digo eu, projetinho de sapatao;0;0;0;0;0;0;0;0;0;0;0;0
RT @Adolfo_Dias_I: Não há cozido à portuguesa que não tenha farinheira nem greves na Função Pública que não sejam à sexta-feira...;0;0;0;0;0;0;0;0;0;0;0;0
"Qndo falo ""ir em mulher"" me refiro a meter a rola nela https://t.co/zyNjrvGlJy";1;1;0;0;0;0;0;0;0;0;0;0
Minha filha de 14 anos está sofrendo bullying. Sofre desde os 8 anos. Pq tem cabelo de preto, pq é gorda, pq é feia... Pessoas, parem.;1;1;1;1;0;0;0;0;0;0;0;0
pq é q ha fufas em Almeirim e eu nunca soube;1;0;0;0;0;1;0;0;0;0;0;0
Porque normalmente as fufas e os paneleiros são com... —_ Pára de criar estereótipos, isso é horrível https://t.co/E59rr5vJOh;1;0;0;0;0;1;0;0;0;0;0;0
Confissões de um @homemdeverdade : Na hora do banho, toma sem pressa, curte a água, não limpa o umbigo e soca uma bronha (melhor parte) !;1;1;0;0;0;0;0;0;0;0;0;0
RT @miguelvinicu: @aninha_caraujo @sofiakalap @BiaMontezumaMF sua vida e babar o ovo da Bia , e a bia e feia e gorda !;1;1;1;0;0;0;0;0;0;0;0;0
wtf um tt sobre boatos das fufas mais conhecidas do Porto está a seguir-me Q MERDA É ESS;1;0;0;0;0;1;0;0;0;0;0;0
edai que o ministério do temer não tem mulheres nem negros??? eles não fizeram por merecer ue;1;1;0;1;0;0;0;0;0;0;0;0
RT @hoemxnizer: @biainthehouzze n falo com fufas, adeus;1;0;0;0;0;1;0;0;0;0;0;0
@clariissegarcia @CuriousCatMe de gorda tem msm não,mas feia....;1;1;1;0;0;0;0;0;0;0;0;0
RT @joaomhenrique: Num dia como o de hoje e o onze do Benfica em Dortmund não tem uma única mulher. É uma vergonha!;1;1;0;0;0;0;0;0;0;0;0;0
Elettra fica puta pq Alex se afastou, mais n faz nada pra mudar a situação. Nunca vi mulher mais burra. Sofrendo atoa #vipdirecto;1;1;0;0;0;0;0;0;0;0;0;0
@gabrisinhas @LeoLimaDuarte não to a fim de explicar que racismo inverso não existe, aprende sozinha, branquela.;0;0;0;0;0;0;0;0;0;0;0;0
@snnjess Vira sapatão nunca te pedi nada.;1;0;0;0;0;1;0;0;0;0;0;0
"finalmente essa gorda velha saiu 
agora é só esperar o dólar abaixar pra eu poder ir pra disney sem preocupações";1;1;1;0;0;0;0;0;0;0;0;1
@mismuscaria ele quis dizer que o negro construiu a faculdade.;1;0;0;1;0;0;0;0;0;0;0;0
Povo falando que tô linda grávida, onde????? Gente, eu me sinto um monstro, tanto de gorda, quanto de feia kkkk;1;1;1;0;0;0;0;0;0;0;0;0
@bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao;1;1;0;1;0;1;0;0;0;0;0;0
"""Queremos igualdade""
Mulher é homem se aposentarão com a mesma idade
""Isso é injusto!""";1;1;0;0;0;0;0;0;0;0;0;0
vei KKKKKKKKKKKKKK tá pra existir coisa mais burra do que homem que acha que mulher tem que trocar de sutiã td dia;1;1;0;0;0;0;0;0;0;0;0;0
"RT @MartaaSrj: Venero toda a mulher, é a causa do nascimento
Mas há querida muito gira e muito burra ao mesmo tempo";1;1;0;0;0;0;0;0;0;0;0;0
"Sempre que vejo o MasterChef Austrália fico com vontade de provar um prato novo.
Está decidido!
Vou oferecer uma Bimby à minha namorada";1;1;0;0;0;0;0;0;0;0;0;0
orgulho de ser BRANCO;1;0;0;1;0;0;0;0;0;0;0;0
@jefersonstutz prefiro acreditar q ela pensa q o Uber q escolhe, contratando. Antes desinformada do que uma burra fazendo psolzice;1;1;0;0;0;0;0;0;0;0;0;0
"RT @toquedeveludo: Agora um poema:
Eu sou sapatão. 
E sapatão sempre vou ser
Pq gosto de pepekas
E a sua eu quero comer.
";1;0;0;0;0;1;0;0;0;0;0;0
racismo está nos olhos de quem vê;1;0;0;1;0;0;0;0;0;0;0;0
principalmente minhas irmãs adoram falar o quanto eu sou feia e gorda e elas lindas e perfeitas;1;1;1;0;0;0;0;0;0;0;0;0
"""Deseja feliz dia das mulheres mas resto do ano fica classificando ""essa é feia"" ""essa é gorda"" ""essa é gostosa""
TA E DAI?????";1;1;0;0;0;0;0;0;0;0;0;0
Homem se verdade não tem dia pra comemorar! Todo dia é dia.;0;0;0;0;0;0;0;0;0;0;0;0
Mentira, mesmo sendo sapatao ja estou preocupada, porque vai que eu engravidei pelo vaso sanitario ;1;0;0;0;0;1;0;0;0;0;0;0
Tô gorda e n consigo emagrecer, certeza q minha gastrite tá piorando pq só passo mal, n tenho inglês fluente, n sei nadar, sou feia +;1;1;1;0;0;0;0;0;0;0;0;0
estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+;1;1;0;0;0;0;0;0;0;0;0;0
EU GOSTO É DE MULHER BONITA CHEIROSA BEM CUIDADA E BEM RESOLVIDA, CANHÃO PROBLEMATIZADOR DE SUVACO PELUDO NÃO TEM VEZ AQUI NÃO #PAZ;1;1;0;0;1;0;0;0;0;0;0;0
Essas mulher burra me da raiva;1;1;0;0;0;0;0;0;0;0;0;0
@anacarolinars zzzz completou com gorda, feia, só faltou o boba pra ser + 5a série;1;1;1;0;0;0;0;0;0;0;0;0
Tava pensando aqui e cara, como tem menina/mulher burra;1;1;0;0;0;0;0;0;0;0;0;0
Não vejo a hora da gorda feia da Roberta rala ;1;1;1;0;0;0;0;0;0;0;0;0
@santosluccc você não conhece os refugiados, não sabe a índole de cada um deles, não sabe nem se quer se há um terrorista lá;1;0;0;0;0;0;0;0;0;0;1;0
Mas o Paul G não desiste pq? Nem Angola conquistou quer conquistar América ? ;0;0;0;0;0;0;0;0;0;0;0;0
@alexandrekirwan Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.;1;0;0;0;0;0;0;0;0;0;1;0
@tavasconcellos no Brasil tem candidato que diz em nome de Deus, e contra refugiados. Não ah nada mais contraditório;1;0;0;0;0;0;0;0;0;0;1;0
@Sumido_ ja vi um noia indo no balcão pedir pra trocar pq ele não gostava de cheddar hahahahahahahaha;0;0;0;0;0;0;0;0;0;0;0;0
@LeNaZZo os parametros para notas são complexos, em resumo: Marlene Mattos é 0, Monica Bellucci é 10 e vc só pegaria a partir do 5 bom...;1;1;0;0;0;0;0;0;0;0;0;0
se alguém quiser piteu, está aqui um grupo de fufas para vocês;1;0;0;0;0;1;0;0;0;0;0;0
@UniGEmpath Sim, mas sabes que no islão isto é sinal de submissão e de inferioridade face ao homem, quer as mulheres usem porque querem ou n;0;0;0;0;0;0;0;0;0;0;0;0
RT @olhosvioleta_: @MaBolsonaria feliz dia da mulher pra ti Lindeza ;0;0;0;0;0;0;0;0;0;0;0;0
Es gorda e feia —_ Obrigada  https://t.co/biNf3mq69u;1;1;1;0;0;0;0;0;0;0;0;0
RT @tordilho2: #SerMulherÉ Não ser homem https://t.co/ajLjesDTM9;1;1;0;0;0;0;0;0;0;0;0;0
"""não sou ateu, sou AGNÓSTICO""
GRANDE MERDA FIO, NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É #PAZ";1;0;0;0;1;0;0;0;0;0;0;0
Se essa mulher for excepcional na cozinha eu vou me sentir um lixo... sei nem quebrar um ovo direito! #MasterChefBR;0;0;0;0;0;0;0;0;0;0;0;0
"RT @JOAQUINVOLTOU: BRANCO RICO COM PROBLEMA NA JUSTIÇA: 
PODE TIRAR PHOTO SIM
NEGRO COM PROBLEMA NA JUSTIÇA: 
VERGONHA TIRAR SELF COM ELE _";1;0;0;1;0;0;0;0;0;0;0;0
queria lembrar que chamar a coleguinha de puta, feia, gorda, escrota e etc tbm é machismo;1;1;1;0;0;0;0;0;0;0;0;0
"RT @VitoriaHenrice: ""Oi, nós somos sapatão"" KKKKKKKKKKKKKKKKKK";1;0;0;0;0;1;0;0;0;0;0;0
"""As mulheres estão descobrindo que mulher é bom - coisa que os homens já sabem há séculos.""  #MulherDeVerdade";1;1;0;0;0;0;0;0;0;0;0;0
gente eu não sou latino só por ter nascido no brasil né, latinos são sujos, eu tomo banho;1;0;0;1;0;0;1;0;0;0;0;0
@Mih_ArmstrongL @otmar03 Ainda bem que eu nao sou um FEMINISTO (homem que defende feminismo)..eu defendo a mulher e _ https://t.co/pX2ITtdVTg;1;1;0;0;1;0;0;0;0;0;0;0
@zurcju seguir no tt é facíl, apresentar as amigas sapatão ngm quer kkkkkk;1;0;0;0;0;1;0;0;0;0;0;0
A U.E. não conseguiu cumprir o acordo de acolher 90 mil refugiados. Previsível depois de todos os acontecimentos em Paris.;0;0;0;0;0;0;0;0;0;0;0;0
"""83 negros mortos por dia no brasil"" e os brancos não morrem também???";1;0;0;1;0;0;0;0;0;0;0;0
RT @numiweb: Também queremos ver os sms do Paulo Portas sobre o negócio dos submarinos;0;0;0;0;0;0;0;0;0;0;0;0
Hei Jovem espinhudo! AXÉ NÃO! RESTART NÃO! LEGIÃO URBANA NÃO ! Tenha um mínimo de decência nessa vida ordinária que vc leva!;0;0;0;0;0;0;0;0;0;0;0;0
Palavra do dia que homem que é homem não diz: Fragrância.;1;1;0;0;0;0;0;0;0;0;0;0
RT @cusBahia: Dossiê: Sapatão é revolução! Existências e resistências das lesbianidades nas encruzilhadas subalternas. Até 26/03 https://t. _;1;0;0;0;0;1;0;0;0;0;0;0
@ronizeppelin pode crer, ofensivo isso;0;0;0;0;0;0;0;0;0;0;0;0
"@juliamionn @bibia_22 
""ela não gosta de você"" ""ela é muito feia e se acha"" ""faz baca"" ""gorda"" ""rodada"" 
nada
sei lá 
não
passo";1;1;1;0;0;0;0;0;0;0;0;0
@5gu Lá vem a gorda fazer chantagem emocional.;1;1;1;0;0;0;0;0;0;0;0;0
ainda bem que eu sou sapatão e não preciso disso;1;0;0;0;0;1;0;0;0;0;0;0
quem não gosta de AC/DC @fodemal e não é @homemdeverdade !;1;1;0;0;0;0;0;0;0;0;0;0
Globo mostrando que homem nai vale nada mesmo e mulher é burra iludida;1;1;0;0;0;0;0;0;0;0;0;0
"@ronanoliveira_ @jpriscilla26 Cuidado com a burra!  Proteçao na EDIÇÃO, mulher! O programa ta ""pintando"" ela como uma vitima e perseguida";1;1;0;0;0;0;0;0;0;0;0;0
Mulher em estádio de futebol só faz merda. Se pelo menos estivesse totalmente pelada, mas nem isso https://t.co/dKqMPBfgrJ;1;1;0;0;0;0;0;0;0;0;0;0
"Fátima Bernardes não pára de repetir ""o estrago que o homem branco causou"" ao chegar no Brasil. 
Vai estudar, vai, sua besta!";1;0;0;1;0;0;0;0;0;0;0;0
Trans nunca vai ser mulher, além de pinto eles tem coração;1;1;0;0;0;0;0;0;0;0;0;0
"RT @SentimentoGay_: ""Você é gay/sapatão mesmo?""
""Ué sim""
""Nossa não parece""
Como assim tá me chamando de hetero é isso mesmo??? Como pode m _";1;0;0;0;0;1;0;0;0;0;0;0
Cadê a caridade muçulmana? Emirados Árabes não recebem refugiados?;0;0;0;0;0;0;0;0;0;0;0;0
tem nada de gorda e feia, smp foi linda nenem —_   https://t.co/j1DnxATjkZ;1;1;1;0;0;0;0;0;0;0;0;0
pra mim o dia da mulher era dia 8 de maio shdjdk ache a burra;1;1;0;0;0;0;0;0;0;0;0;0
Quando um país não pode mais dizer quem pode e quem não pode entrar e sair, principalmente por razões de segurança _ https://t.co/SRAMKmz4dJ;1;0;0;0;0;0;0;0;0;0;1;0
@thiviecos @PastorMalafaia Voce ta lendo muito catraca livre amigo. Não vi Cristo dizendo que as crianças de 6 anos pode mudar de sexo nao;1;1;0;0;0;0;0;0;0;0;0;0
"Os ""homens"" do governo da Suécia. Sem bolas, afeminados... Não é por acaso que os ""refugiados"" deitam e rolam naque _ https://t.co/fDoIRrLlOM";1;1;0;0;0;0;0;0;0;0;1;0
Amigo, acredite, vc pode cortar seu pau fora em defesa do feminismo, que nem assim seu discurso de feministo vai te garantir uma foda hoje..;1;1;0;0;1;0;0;0;0;0;0;0
bebe cana pura e não faz careta.;0;0;0;0;0;0;0;0;0;0;0;0
"FELIZ DIA DAS MULHERES
PRA QUEM NASCEU HOMEM E ACHA QUE PRA SE MULHER BASTA COLOCAR UMA SAIA O SEU DIA É 1º DE ABRIL
#InternationalWomensDaY";1;1;0;0;0;0;0;0;0;0;0;0
@paolabuzzone por isso eu sou sapatao. super indico.;1;0;0;0;0;1;0;0;0;0;0;0
No dia da mulher, nao vi 1 palavra do movimento feminista pra defender essas mulheres do ISLÃ. Ja pra defender o co _ https://t.co/MabOl65VNC;0;0;0;0;0;0;0;0;0;0;0;0
"O que seria ""válido"", então? Feminicídio? Estupro? Mercado de trabalho? Falamos disso todo dia. Poderia dedicar uma coluna a isso, então.";0;0;0;0;0;0;0;0;0;0;0;0
a cara da gorda feia da Roberta #bbb17;1;1;1;0;0;0;0;0;0;0;0;0
@rbrochrdt dia da mulher ne cuidado com a burra;1;1;0;0;0;0;0;0;0;0;0;0
Ih olha o omi branco querendo falar pra mulher qual o papel dela https://t.co/DwUjpan0Ht;1;1;0;0;0;0;0;0;0;0;0;0
"as pessoas não entendem que no meio dos ""refugiados"" tem inúmeros terroristas, é uma coisa tão óbvia";1;0;0;0;0;0;0;0;0;0;1;0
@milanuness Bem exagerado, fui váarias vezes pra secretaria. Comecei alisar o cabelo na adolescencia, Hj queria te-los cacheados e nao posso;0;0;0;0;0;0;0;0;0;0;0;0
@PauloBotelho87 Ué, vai lá machão! Leva tua mulher pra galera ver!;1;1;0;0;0;0;0;0;0;0;0;0
Tpm é um saco, me sinto gorda e feia;1;1;1;0;0;0;0;0;0;0;0;0
Tem homem que pensa que mulher é máquina de refrigerante, que vc deposita apoio e recebe uma foda;1;1;0;0;0;0;0;0;0;0;0;0
Saber pegar sua mulher sem parecer um babaca #twittealgomuitoantigo;1;1;0;0;0;0;0;0;0;0;0;0
@Chiiaritta mas não quer dizer que quando não sabias o que eram equações trigonométricas te estavam a esconder;0;0;0;0;0;0;0;0;0;0;0;0
As sapatão tudo seguindo a Aly  https://t.co/0OMpzkP0iN;1;0;0;0;0;1;0;0;0;0;0;0
"Que mundinho pequeno esse de Sapatao ne 
a gente descola cada fita da namoradinha dos outro";1;0;0;0;0;1;0;0;0;0;0;0
"meritocracia: existe
racismo: não existe since 1888";1;0;0;1;0;0;0;0;0;0;0;0
"claro que vc pode ir pro bm júnior sarra as 9nha ein filhao 
maria tá achando que vai aonde? sair depois da 7h?? quer ser estuprada na rua?";1;1;0;0;0;0;0;0;0;0;0;0
@bbb os sem graças q vao passar a festa toda falando mal dos outros e roberta gorda feia fazendo caretas kkkkk os eliminadoa do bbb;1;1;1;0;0;0;0;0;0;0;0;0
"A esquerda reclama das coisas inventadas pela própria esquerda:
Racismo, homofobia, machismo, nazismo, cultura de estupro e luta de classes.";1;1;0;1;0;1;0;0;0;0;0;0
Kkkkkkkkkkkkkkkkkkkkkkkk que mulher burra pqp;1;1;0;0;0;0;0;0;0;0;0;0
A mulher mais burra do brasil;1;1;0;0;0;0;0;0;0;0;0;0
RT @gabrielasoligo: Hj é mulher maravilhosa, mulher é isso e aquilo..amanhã é pq mulher é tudo burra, N pode dirigir, lugar de mulher é no _;1;1;0;0;0;0;0;0;0;0;0;0
@gui_toscano Eu quero socar o cara que chamou a mulher de burra;1;1;0;0;0;0;0;0;0;0;0;0
Homem que é homem não assiste a fazenda.;1;1;0;0;0;0;0;0;0;0;0;0
RT @GiocondaBrasil: Vou para a cozinha finalizar o jantar para meu marido e filhos. Feliz dia das Mulheres pra vocês também.;1;1;0;0;0;0;0;0;0;0;0;0
"teresa: quero ir ao quintal
toda a gente excepto eu: *ignores*
teresa: é um sitio de fufas
toda a gente: BORA!1!!!!";1;0;0;0;0;1;0;0;0;0;0;0
@ana_lethicia Aff, que tutorial não é tédio??? ^VÊ um de edição de vídeo que vc entra numa facul de maquiagem;0;0;0;0;0;0;0;0;0;0;0;0
@kailatsm  me segurei pra não chorar na parte do vídeo e quando ele tava falando da Angola;0;0;0;0;0;0;0;0;0;0;0;0
Ouvi, numa rede de tv, que a Hungria, está fazendo uma cerca eletrica, para evitar invasoes de refugiados. Mas nao deu Ibope...Pesquisem sob;1;0;0;0;0;0;0;0;0;0;1;0
@ibrags @navarro_spfc obviamente anti refugiados. Obviamente nao tenho como checar os fatos, mas de um google e ache uma fonte confiavel;1;0;0;0;0;0;0;0;0;0;1;0
RT @taiannerr: Tem mulher q é burra pqp;1;1;0;0;0;0;0;0;0;0;0;0
@AlemaoTheo Tb não entendo.. Concordo com vc.,;0;0;0;0;0;0;0;0;0;0;0;0
"""Trump diz que refugiados devem voltar a seus países. Por que essa não é uma opção"" https://t.co/DkLthrpsvZ #informações #feedly";1;0;0;0;0;0;0;0;0;0;1;0
RT @quencassandra: fala da tua squad —_ um bando de fufas muito queridas <333 https://t.co/rA9YQ35HtJ;1;0;0;0;0;1;0;0;0;0;0;0
Fds eus eu que hj é dia da mulher mas tas-te a fzr de burra como é que foi outra pessoas a escrever o teu título do _ https://t.co/3amPtQETk7;1;1;0;0;0;0;0;0;0;0;0;0
Se você assistir Titanic ao contrário, verá a história de um submarino que resgata as pessoas do mar e as coloca em uma festa.;0;0;0;0;0;0;0;0;0;0;0;0
RT @CapitalismoOP: #SerMulherÉ ter cromossomos xx e não ter uma rola no meio das pernas;1;1;0;0;0;0;0;0;0;0;0;0
vou começar a andar de burca ai essas coisas não acontecem, ou sim já que homem é um ser desgraçado;1;1;0;0;0;0;0;0;0;0;0;0
"""Vai também ser lançado um manual de boas maneiras para lidar com fufas, gays e transsexuais, os chamados LGTB"" - notícias matinais na rádio";1;1;0;0;0;1;0;0;0;0;0;0
na moral mulher guando e burra não tem jeito;1;1;0;0;0;0;0;0;0;0;0;0
@FabisMorelli miga nao tem livro de estudos em promoçao , mulher é burra;1;1;0;0;0;0;0;0;0;0;0;0
RT @prrttyhrts: Me sinto sempre a amiga mais feia e gorda do grupo, sou péssima de corpo e rosto. #amproblems #askanamia;1;1;1;0;0;0;0;0;0;0;0;0
@httppocrl @nevermindbfh vocês são fufas fofas EHHEHEHE;1;0;0;0;0;1;0;0;0;0;0;0
Oi, vc é sapatão, só n sabe ainda.. mas é;1;0;0;0;0;1;0;0;0;0;0;0
@drunksadlou @girlslkgirls Meu Deus, lá é o próprio vale das sapatão;1;0;0;0;0;1;0;0;0;0;0;0
nao é pq o mito diz que mulher grávida tem que receber menos que ele é machista gente https://t.co/PQSwnv013j;1;1;0;0;0;0;0;0;0;0;0;0
"RT @bentomarcela: o terceiro foi aquele que gabriella não fez nada pq gabriella é SAPATAO
puxa o fole fi de rapariga";1;0;0;0;0;1;0;0;0;0;0;0
"Outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou
o noinha gritou: vai tia, vc ja ta muito gorda!
hahahahahahahahaha";1;1;0;0;0;0;0;0;0;0;0;0
"""aparentemente sem ligações terroristas"" 
Mas não vêem que o Islão contém o ovo da serpente? Terrorista ou não, de _ https://t.co/RvGp9Y7MJu";1;0;0;0;0;0;0;1;0;0;0;0
Saudades exército de fufas revoltadas com esta sociedade machista e CIS a atacarem as pessoas;1;0;0;0;0;1;0;0;0;0;0;0
as fufas d lx são tão falsas q dói kkk;1;0;0;0;0;1;0;0;0;0;0;0
"A MULHER É PERFEITA: LINDA, TRABALHADORA, DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK. 
ACHO QUE VOU PEDI-LÁ EM CAS _ https://t.co/7BEgP3dEdP";1;1;0;0;1;0;0;0;0;0;0;0
A internet é nossa! As Feministas/e cia infiltradas nos órgãos da Justiça buscam combater essa crescente por meio da censura via justiça.;0;0;0;0;0;0;0;0;0;0;0;0
"""trabalhando graças ao feminismo""
RH decide:
- vou escolher a mulher pq mesmo ela nao concluindo a faculdade, ela cagou na foto do bolsonaro";1;1;0;0;1;0;0;0;0;0;0;0
da educação que eu recebi em casa, homem foi feito pra mulher e vice verso...o resto é modinha !;1;0;0;0;0;1;0;0;0;0;0;0
"""vc tá feia, gorda, ninguém vai gostar de vc assim"" https://t.co/AepW67xnKF";1;1;1;0;0;0;0;0;0;0;0;0
"Tem ""homem"" q repara unha de mulher! Com certeza gostam de vara";1;1;0;0;0;0;0;0;0;0;0;0
O maior prazer de uma mulher inteligente, é fazer-se de burra perante um burro que se faz de inteligente;0;0;0;0;0;0;0;0;0;0;0;0
"com que os ""refugiados"" entrassem, automaticamente ele já não estaria cumprindo o seu maior dever que é proteger o país";1;0;0;0;0;0;0;0;0;0;1;0
"@fukiingbieber CPS JBE RPRDOB
Caralho porra sapatão 
Jabuti branco educado 
Rato paraplégico rondoniense doença oval bruto";1;0;0;0;0;1;0;0;1;0;0;0
"""mais mulheres na política!""
A maioria do eleitorado é mulher! 
Não são mais eleitas pq mulher não confia em mulher nenhuma";1;1;0;0;0;0;0;0;0;0;0;0
idiota é pensar q no dia d mulher eu aquela mulher cujo vc a chamou atráves de MSN feia gorda urubu fígado cheia de celulite acreditar em vc;1;1;1;0;0;0;0;0;0;0;0;0
Homem que é homem arrota com suco de laranja.;1;1;0;0;0;0;0;0;0;0;0;0
"""A maior ambição da mulher é despertar o amor."" #MulherDeVerdade";1;1;0;0;0;0;0;0;0;0;0;0
Chamem-me burra , eu n sabia q era dia da mulher até mo desejarem;1;1;0;0;0;0;0;0;0;0;0;0
vamo ser negro mas nao vamo abusar ne;1;0;0;1;0;0;0;0;0;0;0;0
Difícil pra uma mina burra e insegura que nunca conquistou nada conviver com uma mulher bonita, inteligente e independente ne? Dá pena;1;1;0;0;0;0;0;0;0;0;0;0
meu pai veio me perguntar por que mulher é tão burra pra ter filho nova (adolescentes e tal), dei minha opinião e agora ele ta brabo comigo;1;1;0;0;0;0;0;0;0;0;0;0
@Ricardohdc po ai mulher burra msm... mas se ta ligado que estagio vc n arruma ne  termina a escola daqui 3 meses;1;1;0;0;0;0;0;0;0;0;0;0
@g1 Nao esperava outra açao! A Europa sofreu muito com a Segunda Guerra Mundial e sabe que esses refugiados estao passando.;0;0;0;0;0;0;0;0;0;0;0;0
riquinha feia e gorda —_ Yha ando aqui a rebolar para a vida  https://t.co/VFxQ9xq4JK;1;1;1;0;0;0;0;0;0;0;0;0
@Crl_Lais  sapatão linda, mt maneira;1;0;0;0;0;1;0;0;0;0;0;0
Você não estará sendo machista se for uma mulher e bater em uma feminista https://t.co/jzavkOawBL;1;1;0;0;1;0;0;0;0;0;0;0
Mulher é um parque de diversões. A começar pelo humor: uma montanha-russa.;1;1;0;0;0;0;0;0;0;0;0;0
"RT @alex_borges: Feminismo 2017:
1. Homens ocidentais, usem saia e batom!
2. Abram as fronteiras para os muçulmanos!
Ligue os pontos";0;0;0;0;0;0;0;0;0;0;0;0
PARABENS SAPATÃO SDDS @attomiter https://t.co/hNz7wYc1WC;1;0;0;0;0;1;0;0;0;0;0;0
"o video era um sapatao tocando siririca
https://t.co/b824kaMh0A";1;0;0;0;0;1;0;0;0;0;0;0
eu sou a mulher mais burra do brasil;1;1;0;0;0;0;0;0;0;0;0;0
@ok__diego acordei sapatão hj;1;0;0;0;0;1;0;0;0;0;0;0
como diz o ditado: vira homem;1;1;0;0;0;0;0;0;0;0;0;0
tá pra nascer mulher burra como eu to sem celular pq esqueci o cabo do computador no estágio;1;1;0;0;0;0;0;0;0;0;0;0
@_NandaSilva_ bom dia sapatao da minha vida;1;0;0;0;0;1;0;0;0;0;0;0
"RT @meduarda_siilva: Pode ser gorda
Pode ser feia 
Só não pode ser gorda e feia 
#vemegea";1;1;1;0;0;0;0;0;0;0;0;0
MULHER GOSTA DE HOMEM PORCO QUE FEDE ARROTA E TEM TERRA DEIBAIXO DAS UNHA #JOAQUINRESPONDE https://t.co/diQ51clUMa;1;1;0;0;0;0;0;0;0;0;0;0
@homemdeverdade pega forte na cintura da sua fêmea, essa coisa de delicadeza nessas horas é desses Jonnys Manés Citricos bunda mole!;1;1;0;0;0;0;0;0;0;0;0;0
@homemdeverdade não pode ser vegetariano, a gente esta sempre no topo da cadeia alimentar !;1;0;0;0;0;0;0;0;0;1;0;0
"@gbila19 @satsld 
Que vc é gorda kkk
Luana 
Não 
Não
A verdadeira bet a feia 
Não
10/10";1;1;1;0;0;0;0;0;0;0;0;0
"Eu sou mt burra, o menino falou ""feliz dia da mulher"" ai eu ""pra você também"", nem percebi";1;1;0;0;0;0;0;0;0;0;0;0
"RT @JhullyMelo79: [9/3 09:11] jhu : Bom viado mais lindo
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza ";1;0;0;0;0;1;0;0;0;0;0;0
sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.;1;0;0;0;0;1;0;0;0;0;0;0
a sapatão mais linda do mundo vai me dar um livro hoje rs;1;0;0;0;0;1;0;0;0;0;0;0
POR QUE SÓ TEM GLOBELEZA MULATA ISSO SIM É PRECONCEITO BRANCA NÃO SABE SAMBAR NÃO É ISSO ?????????????;1;0;0;1;0;0;0;0;0;0;0;0
"já falei que não sou racista porra
mas...";1;0;0;1;0;0;0;0;0;0;0;0
Es a favor da vinda dos refugiados? —_ Por um lado sim por outro não https://t.co/NkBUplCeDI;1;0;0;0;0;0;0;0;0;0;1;0
Já sou fã dessa mulher que cozinha na telha #MasterchefBR;0;0;0;0;0;0;0;0;0;0;0;0
Eu to passada com o quanto de cara que acha que mulher tem obrigação de conversar com ele no tinder se deu um like. Ou ele chama de puta.;1;1;0;0;0;0;0;0;0;0;0;0
@dieaug Não tinha espaço para palavra vazamentos. Contamos com a compreensão dos leitores ao usar a palavra furos. Agradecemos de vdd a msg!;0;0;0;0;0;0;0;0;0;0;0;0
Até às fufas que dizem ser homens pq gostam do mesmo que eles SÃO MULHERES E MERECEM NA MESMA UM FELIZ dia ;1;1;0;0;0;1;0;0;0;0;0;0
"RT @whoztyles: 30- Ana Carolina, 42 Anos.
rainha das sapatão, uma voz é uma voz, uma coisa linda dessas https://t.co/CqaiHAxnEs";1;0;0;0;0;1;0;0;0;0;0;0
"ALÔ FEMINISTA:
ATÉ A PORTELA VOLTOU
E O SEU PAI NADA";1;1;0;0;1;0;0;0;0;0;0;0
chamem as feministas p fazer uma manifestação pq n tem nenhuma mulher trabalhando na obra aq do lado isso é um absurdo #direitosiguais;1;1;0;0;0;0;0;0;0;0;0;0
"@Estadao Duvido o feminismo ser contra o que esse MACHO HOMEM pede aí!
O feminismo é capacho da esquerda!";1;1;0;0;0;0;0;0;0;0;0;0
PAI DA FEMINISTA SAIU PRA COMPRAR CIGARRO NO 2º GOL DO ZIDANE EM 1.998 E NUNCA MAIS VOLTOU  #JoaquinResponde https://t.co/EzreOGNSJa;1;1;0;0;1;0;0;0;0;0;0;0
Que raiva daquela mulher burra, deu os pontos igual a cara dela;1;1;0;0;0;0;0;0;0;0;0;0
nao tem como a anavitoria morena nao ser sapatao GENTE;1;0;0;0;0;1;0;0;0;0;0;0
@Yasmim_Ramaldes Tô esperando a sapatão fazer;1;0;0;0;0;1;0;0;0;0;0;0
