;text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
5461;RT @sadcharlott: homem não gosta de mulher homem gosta de feminilidade quem gosta de mulher é sapatão;1;1;0;0;0;1;0;0;0;0;0;0
5468;"Em campo de novo, pode vir, tem vitória
A maioria é o povo, só quer fazer o bem
Nego faz refém, os branco que aqui tem";1;0;0;1;0;0;0;0;0;0;0;0
5470;bom dia seus sapatao;1;0;0;0;0;1;0;0;0;0;0;0
5472;ainda bem que eu sou sapatão e não preciso disso;1;0;0;0;0;1;0;0;0;0;0;0
5476;Sapatao é tudo apegada é?????;1;0;0;0;0;1;0;0;0;0;0;0
5477;Achei um cabelo branco, sinto que os anos de tintura estão chegando. ;1;0;0;0;0;0;0;0;0;0;0;1
5482;RT @lionnisterz: AS SAPATÃO TÃO NERVOSAZ https://t.co/utM5uaa14Y;1;0;0;0;0;1;0;0;0;0;0;0
5484;Ih olha o omi branco querendo falar pra mulher qual o papel dela https://t.co/DwUjpan0Ht;1;1;0;0;0;0;0;0;0;0;0;0
5488;Status: pegando o Uber mais clichê da vida ca sapatão ouvindo Ana Carolina.;1;0;0;0;0;1;0;0;0;0;0;0
5500;@GirafaDaTata sim, odeio sua atitude escrota de ser sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5505;RT @monkwysmells: 3- eu não tenho auto estima. Esqueci ela no útero. Todos dizem que eu sou bonita porem eu n me acho bonita. Apenas uma ga _;1;1;0;0;0;0;0;0;0;0;0;0
5506;RT @nuchyg99: Mundo de fufas não é mesmo para mim;1;0;0;0;0;1;0;0;0;0;0;0
5507;RT @pqmorilu: Sou o Branco msm https://t.co/cudfMPX9Vv;1;0;0;1;0;0;0;0;0;0;0;0
5514;RT @Thalytaangelici: Por que sapatão sofre tanto;1;0;0;0;0;1;0;0;0;0;0;0
5518;@idcgus se ela fosse sapatao eu te ajudava, amigo... mas ela ate namora um mlk;1;0;0;0;0;1;0;0;0;0;0;0
5520;@digitalbath__ @__m00nchild esse branco de merda....;1;0;0;1;0;0;0;0;0;0;0;0
5521;meu pai veio me perguntar por que mulher é tão burra pra ter filho nova (adolescentes e tal), dei minha opinião e agora ele ta brabo comigo;1;1;0;0;0;0;0;0;0;0;0;0
5527;RT @SLBenfica: As mulheres conseguem tudo, vestidas de vermelho e branco conseguem ainda mais! #DiadaMulher https://t.co/oSeoJpMfbC;1;1;0;0;0;0;0;0;0;0;0;0
5528;RT @SenhorSatanas: olá meninas, vcs acham que se eu passar um delineador branco eu fico mais bonito que esse gato? https://t.co/zgIdTfHPPO;1;1;0;0;0;0;0;0;0;0;0;0
5539;O ruim de ter chileno branco é que depois de uns dias, ele fica preto;1;0;0;1;0;0;0;0;0;0;0;0
5547;Sapatao nao deveria sentir cólica, muito menos menstruar ;1;0;0;0;0;1;0;0;0;0;0;0
5548;sapatão trovando igual homem https://t.co/dELjHkpPhx;1;0;0;0;0;1;0;0;0;0;0;0
5549;@ok__diego acordei sapatão hj;1;0;0;0;0;1;0;0;0;0;0;0
5550;@angelinhaB2000 sai sapatão incubada;1;0;0;0;0;1;0;0;0;0;0;0
5551;RT @silvab_: @angelinhaB2000 sai sapatão incubada;1;0;0;0;0;1;0;0;0;0;0;0
5552;Burra e a mulher que se iludida achando que ele vai larga a Fiel por puta ! ;1;1;0;0;0;0;0;0;0;0;0;0
5553;RT @frasesdegays: se você não tem uma prima sapatão, a prima sapatão é você;1;0;0;0;0;1;0;0;0;0;0;0
5554;"RT @becsamorim: eu queria dedicar esse tweet à minha sapatonice
obrigada vida por ser sapatão
bjs";1;0;0;0;0;1;0;0;0;0;0;0
5555;@drunksadlou @girlslkgirls Meu Deus, lá é o próprio vale das sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5556;Bom dia pras sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5557;@Giane13 sapatão? isso é bem coisa de sapatão shauishaius;1;0;0;0;0;1;0;0;0;0;0;0
5558;RT @brptrcch: vcs podem ter grupos de amigos bons mas nenhum como esse de sapatao https://t.co/qZF6Yyc00B;1;0;0;0;0;1;0;0;0;0;0;0
5559;"Forró que ouvi ontem: ""O homem que não chamar mulher pra dançar agarradinho é boiola e a mulher que não aceitar é sapatão""";1;1;0;0;0;1;0;0;0;0;0;0
5561;"[9/3 09:11] jhu : Bom viado mais lindo
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza ";1;0;0;0;0;1;0;0;0;0;0;0
5562;"RT @JhullyMelo79: [9/3 09:11] jhu : Bom viado mais lindo
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza ";1;0;0;0;0;1;0;0;0;0;0;0
5563;Aaaaaa Turma de 9 homens e eu, o prof fala de cabo sapatão (conector femea femea) e todo mundo olha pra mim;1;0;0;0;0;1;0;0;0;0;0;0
5564;gnt, eu n sou sapatao , esse viado q me chama assim kkk;1;0;0;0;0;1;0;0;0;0;0;0
5565;Difícil pra uma mina burra e insegura que nunca conquistou nada conviver com uma mulher bonita, inteligente e independente ne? Dá pena;1;1;0;0;0;0;0;0;0;0;0;0
5566;RT @JhullyMelo79: gnt, eu n sou sapatao , esse viado q me chama assim kkk;1;0;0;0;0;1;0;0;0;0;0;0
5567;"@JhullyMelo79 não é sapatão mesmo não, eu errei ...
E traveco mesmo , mó pirocão que tem ";1;1;0;0;0;0;0;0;0;0;0;0
5568;Sapatão machista é uó. Pqp. Vai te tratar, mana;1;0;0;0;0;1;0;0;0;0;0;0
5569;"RT @DjLuizinho22: @JhullyMelo79 não é sapatão mesmo não, eu errei ...
E traveco mesmo , mó pirocão que tem ";1;1;0;0;0;1;0;0;0;0;0;0
5571;"o video era um sapatao tocando siririca
https://t.co/b824kaMh0A";1;0;0;0;0;1;0;0;0;0;0;0
5572;Essas mulher burra me da raiva;1;1;0;0;0;0;0;0;0;0;0;0
5573;@filhadolula eu lutei mas ai ela raspou a cabeça e ta mto sapatão isso ta acabando cmg...........;1;1;0;0;0;1;0;0;0;0;0;0
5574;E ela é sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5575;RT @domestorck: Esse mundo sapatão é uma viagem, todo mundo pega todo mundo credo YCYFUGUG;1;0;0;0;0;1;0;0;0;0;0;0
5577;em glee quando cantaram run the world e eu babei pela heather Morris nitidamente como eu nao sabia que eu era sapatao gente eu tombei;1;0;0;0;0;1;0;0;0;0;0;0
5578;@isabeldad3 @plsdontbelong isabel eh a sapatao do banheiro falei e sai correndo;1;0;0;0;0;1;0;0;0;0;0;0
5579;sempre válido saudar as sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5581;@lipesff @Johnnschubert VERDADE! Ele sempre foi gatinho, mas eu era sapatão demais para prestar atenção hahahah;1;0;0;0;0;1;0;0;0;0;0;0
5583;nao tem como a anavitoria morena nao ser sapatao GENTE;1;0;0;0;0;1;0;0;0;0;0;0
5584;RT @cusBahia: Dossiê: Sapatão é revolução! Existências e resistências das lesbianidades nas encruzilhadas subalternas. Até 26/03 https://t. _;1;0;0;0;0;1;0;0;0;0;0;0
5585;"RT @RhRaysa: [8h06 07/03/2017] Naily: Vai ter cschaçadaaa
[8h06 07/03/2017] Naily: Várias sapatão";1;0;0;0;0;1;0;0;0;0;0;0
5586;@ruandismo não, só me chama de sapatão as vezes;1;0;0;0;0;1;0;0;0;0;0;0
5587;"""Oi, nós somos sapatão"" KKKKKKKKKKKKKKKKKK";1;0;0;0;0;1;0;0;0;0;0;0
5588;RT @girlslkgirls: mulher é tão bom que se na próxima vida eu nascer mulher de novo com certeza vou ser sapatão mais uma vez sem pensar duas _;1;1;0;0;0;1;0;0;0;0;0;0
5589;E quem não gosta de comparar preços no mercado é sapatão?;1;0;0;0;0;1;0;0;0;0;0;0
5590;"RT @bentomarcela: o terceiro foi aquele que gabriella não fez nada pq gabriella é SAPATAO
puxa o fole fi de rapariga";1;0;0;0;0;1;0;0;0;0;0;0
5592;Vim trabalhar com uma camiseta da minha namorada hoje, tô me sentindo bem sapatão ;1;0;0;0;0;1;0;0;0;0;0;0
5593;@anapaularsstt sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo;1;0;0;0;0;1;0;0;0;0;0;0
5594;Acho q a menina do restaurante da frente é sapatão kkkkkk fica me olhando;1;0;0;0;0;1;0;0;0;0;0;0
5595;@_NandaSilva_ bom dia sapatao da minha vida;1;0;0;0;0;1;0;0;0;0;0;0
5596;@cabarefenty KKKKK essa foto ficou mt sapatão mesmo foi?;1;0;0;0;0;1;0;0;0;0;0;0
5597;"RT @VitoriaHenrice: ""Oi, nós somos sapatão"" KKKKKKKKKKKKKKKKKK";1;0;0;0;0;1;0;0;0;0;0;0
5598;- Sapatão é só pros íntimos, pra você é senhora dona lésbica ;1;0;0;0;0;1;0;0;0;0;0;0
5599;mulher eh uma coisa maravilhosa demais vei eu amo ser sapatao;1;0;0;0;0;1;0;0;0;0;0;0
5600;Tem tanta sapatão bonita em SP que da ate vontade de ficar por aqui mesmo;1;0;0;0;0;1;0;0;0;0;0;0
5601;"KKKKKKKK
menos a prima sapatão
abusada do cacete https://t.co/76wc62FhaW";1;0;0;0;0;1;0;0;0;0;0;0
5602;Escutando músicas sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5603;confirmado 100% que aquela @ que eu falei é sapatao;1;0;0;0;0;1;0;0;0;0;0;0
5604;"RT @SentimentoGay_: ""Você é gay/sapatão mesmo?""
""Ué sim""
""Nossa não parece""
Como assim tá me chamando de hetero é isso mesmo??? Como pode m _";1;0;0;0;0;1;0;0;0;0;0;0
5605;Deveriam decaptar! Já qdo @LulapeloBrasil chama a militância sapatão de grelo duro, deveria ser beatificado. https://t.co/EJsaATZwus;1;0;0;0;0;1;0;0;0;0;0;0
5606;"Sapatão fala ""AAAAAAAAAA"" de alegria, de aleluia kkkkkkkk https://t.co/Wgr9drJ2YK";1;0;0;0;0;1;0;0;0;0;0;0
5607;"Vida de sapatão:
Amar a amiguinha hétero que não sabe que você é apaixonada por ela!";1;0;0;0;0;1;0;0;0;0;0;0
5608;hoje eu to so a rihanna na era sapatao;1;0;0;0;0;1;0;0;0;0;0;0
5609;@paolabuzzone por isso eu sou sapatao. super indico.;1;0;0;0;0;1;0;0;0;0;0;0
5610;descobri q sou sapatao mesmo;1;0;0;0;0;1;0;0;0;0;0;0
5611;@Yasmim_Ramaldes Tô esperando a sapatão fazer;1;0;0;0;0;1;0;0;0;0;0;0
5613;Oi, vc é sapatão, só n sabe ainda.. mas é;1;0;0;0;0;1;0;0;0;0;0;0
5614;As sapatão tudo seguindo a Aly  https://t.co/0OMpzkP0iN;1;0;0;0;0;1;0;0;0;0;0;0
5615;Chamaram a Gattaz de sapatão na arena jeuanuaneuaheuhasesse e o Glinhas de viado em Minas. Hum, Vamos militar?;1;0;0;0;0;1;0;0;0;0;0;0
5616;@spacelerman @noswse MEU DEUS A PAOLA CURITU MEU TWEET FALANDO QUE EU SOU SAPATAO E IBDICO CO PASAA MAL;1;0;0;0;0;1;0;0;0;0;0;0
5617;RT @heycarolines: Cara  é de sapatão, mas o coração é de mocinha  https://t.co/os34PYlGT9;1;0;0;0;0;1;0;0;0;0;0;0
5618;@BalaaTreem E tão sapatão que não sabe oq é pauuuuu;1;0;0;0;0;1;0;0;0;0;0;0
5619;RT @PqpCarol22: @BalaaTreem E tão sapatão que não sabe oq é pauuuuu;1;0;0;0;0;1;0;0;0;0;0;0
5620;ainda estou surpreendida com a cara de sapatão dessa camilinha https://t.co/yGYxHrvIl8;1;0;0;0;0;1;0;0;0;0;0;0
5621;@beckttx @spacelerman ELA EH SAPATAO EH LARISSA JOGA IDEIA VAI Q ELA SE ENCANTA;1;0;0;0;0;1;0;0;0;0;0;0
5622;@zurcju seguir no tt é facíl, apresentar as amigas sapatão ngm quer kkkkkk;1;0;0;0;0;1;0;0;0;0;0;0
5623;Bom dia sapatão ;1;0;0;0;0;1;0;0;0;0;0;0
5624;Minha migas do curso de dizem heteras,são casas mas são mais Sapatao do que eu;1;0;0;0;0;1;0;0;0;0;0;0
5625;Raiane sapatão fld dá mh bunda KKKKKKKKK;1;0;0;0;0;1;0;0;0;0;0;0
5626;RT @adrism16: td dia o msm post no ldrv perguntando cade as sapatao;1;0;0;0;0;1;0;0;0;0;0;0
5627;"Quis me chamar de sapatão? 
Logo eu, que peguei tua irmã ";1;0;0;0;0;1;0;0;0;0;0;0
5628;@beckttx @spacelerman eu pensei q era uma youtuber sapatao;1;0;0;0;0;1;0;0;0;0;0;0
5629;@Nai_oli88 o que eu conheço de sapatão racista.....;1;0;0;0;0;1;0;0;0;0;0;0
5630;"Quanto amor meu deus  
09/03/17 10:12:01: Sapatao : Fala amor da minha vida. Meu coração fora do corpo";1;0;0;0;0;1;0;0;0;0;0;0
5631;@snnjess Vira sapatão nunca te pedi nada.;1;0;0;0;0;1;0;0;0;0;0;0
5632;tem sapatão q eh pior q homem qdo recebe um ''não'';1;1;0;0;0;1;0;0;0;0;0;0
5633;RT @naominfeliz: eu ainda não superei o clipe de baiana e esse casal sapatão afrocentrado  https://t.co/EROEk1lBZ6;1;0;0;0;0;1;0;0;0;0;0;0
5635;"RT @bjsapinha: Tem certos problemas que sapatão não precisa se preocupar.
Entre eles o de não poder tomar seu açaí em paz. https://t.co/1pR _";1;0;0;0;0;1;0;0;0;0;0;0
5636;"#MinhaDorImporta ""esses furos na orelha é coisa de ""sapatão""""";1;0;0;0;0;1;0;0;0;0;0;0
5637;minha diversão pós trabalho é discutir com fã de #karamel no @youtube e ganhar mais de 100 likes das sapatão.;1;0;0;0;0;1;0;0;0;0;0;0
5638;Eu sou bi e não sapatão. E mesmo se eu fosse, ninguém tem nada a ver com isso!;1;0;0;0;0;1;0;0;0;0;0;0
5639;kd as sapatao dessa uniritter;1;0;0;0;0;1;0;0;0;0;0;0
5640;"Que mundinho pequeno esse de Sapatao ne 
a gente descola cada fita da namoradinha dos outro";1;0;0;0;0;1;0;0;0;0;0;0
5641;RT @miikaa_assis: quando junta mt sapatao num grupo só n da né;1;0;0;0;0;1;0;0;0;0;0;0
5645;@sagitarionizei eu só sigo sapatão e viado kkkk;1;0;0;0;0;1;0;0;0;0;0;0
5647;"jener e gabriela surpresos quando disse que era sapatao
ata more";1;0;0;0;0;1;0;0;0;0;0;0
5648;RT @eviesramos: eu amo a indústria sapatao brasileira https://t.co/zFYB8TgiA0;1;0;0;0;0;1;0;0;0;0;0;0
5649;"RT @laurensexuals: se vc usa roupas complexas vc é ""sapatão"" ou falam que vc está metido com algo que não presta";1;0;0;0;0;1;0;0;0;0;0;0
5651;mais sapatão que isso, só isso https://t.co/LadAgP8NRx;1;0;0;0;0;1;0;0;0;0;0;0
5653;Quando você tem dúvida se hj vai sair de sapatao trevosa ou hetero mocinha @milla_canazar @brendadsbf https://t.co/ExyLcXoCjX;1;0;0;0;0;1;0;0;0;0;0;0
5654;dps d ontem eu pensei assim q so qro uma sapatao p chamar d meu camiaozino de amor;1;0;0;0;0;1;0;0;0;0;0;0
5655;"@fukiingbieber CPS JBE RPRDOB
Caralho porra sapatão 
Jabuti branco educado 
Rato paraplégico rondoniense doença oval bruto";1;0;0;0;0;1;0;0;1;0;0;0
5656;RT @beckttx: @paolabuzzone por isso eu sou sapatao. super indico.;1;0;0;0;0;1;0;0;0;0;0;0
5657;RT @TourMicao: as sapatao vao domina o mundo https://t.co/gWVPCBohC6;1;0;0;0;0;1;0;0;0;0;0;0
5658;Várias sapatão linda aqui na escola kero;1;0;0;0;0;1;0;0;0;0;0;0
5659;puta e folgada ainda, ta achando q sou ela q gosta de dar pros cara e pagar de sapatao;1;1;0;0;0;0;0;0;0;0;0;0
5660;Bom dia, sapatão! ;1;0;0;0;0;1;0;0;0;0;0;0
5661;@bielvolei @paullinh4 Basta frequentar uns minutinhos o grupo do Rexona pra ver que não seria surpresa eles gritarem sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5662;Quando vc descobre que aquela mina que vc conhece de vista é sapatão;1;0;0;0;0;1;0;0;0;0;0;0
5663;Na minha sala só tem viado e sapatão  e a coisa mais engraçada do mundo;1;0;0;0;0;1;0;0;0;0;0;0
5664;PARABENS SAPATÃO SDDS @attomiter https://t.co/hNz7wYc1WC;1;0;0;0;0;1;0;0;0;0;0;0
5665;"RT @toquedeveludo: Agora um poema:
Eu sou sapatão. 
E sapatão sempre vou ser
Pq gosto de pepekas
E a sua eu quero comer.
";1;0;0;0;0;1;0;0;0;0;0;0
5666;O mundo das sapatao é mais ligado do que eu imaginava;1;0;0;0;0;1;0;0;0;0;0;0
5667;Gente, sapatão é uma coisa q me assusta https://t.co/hYXY938g3G;1;0;0;0;0;1;0;0;0;0;0;0
4159;Dia 26 vamos botar pressão https://t.co/6lp1zg8Zoo;0;0;0;0;0;0;0;0;0;0;0;0
3312;RT @teresaispancake: Associação de fufas, narcóticos e alcoólicos da António Arroio https://t.co/lN7RAhc3ZM;0;0;0;0;0;0;0;0;0;0;0;0
1026;Eu com 4 seguidoras neste fds https://t.co/8Sg2vYqlfV;0;0;0;0;0;0;0;0;0;0;0;0
2763;A internet é nossa! As Feministas/e cia infiltradas nos órgãos da Justiça buscam combater essa crescente por meio da censura via justiça.;0;0;0;0;0;0;0;0;0;0;0;0
4769;Enquanto isso no senado.... https://t.co/l2SZVJ7le2;0;0;0;0;0;0;0;0;0;0;0;0
137;Oxente! Pq? Sou tão santa... rs...RT @agdabritto  @DocePimenta_Sp oooooooooo maluca;0;0;0;0;0;0;0;0;0;0;0;0
3571;@macsanto777 Se o cara é extremista e tira foto com bolsonaro..isso nao faz o fotografado se tornar nazista.;0;0;0;0;0;0;0;0;0;0;0;0
3843;RT @josesoubrasilia: HORA DE ACABAR COM OS CORRUPTOS  VAMOS OCUPAR O CONGRESSO A PM É POVO https://t.co/HZuJGKZCm0;0;0;0;0;0;0;0;0;0;0;0;0
2869;"o intelectual é um tipo k chega às mesmas conclusões do povo mas com uns anos de atraso
https://t.co/DMnpz8isTi";0;0;0;0;0;0;0;0;0;0;0;0
5216;@JornalOGlobo hahahha eita os corruptos estão mijando com medo de Bolsonaro!!!;0;0;0;0;0;0;0;0;0;0;0;0
1115;Qdo te vejo meu coração tb dispara e manda (mto) sangue pra vários lugares do corpo https://t.co/FNqDiTohaR;0;0;0;0;0;0;0;0;0;0;0;0
3314;"FELIPE NETO X PASTOR MALAFAIA 
IGUAL A ARGENTINA X ESTADO ISLÂMICO
NÃO TEM COMO ESCOLHER UM LADO
SÓ QUERO VER SANGUE #PAZ";0;0;0;0;0;0;0;0;0;0;0;0
4239;Vamos lutar até o fim. https://t.co/yR3ve0uE0W;0;0;0;0;0;0;0;0;0;0;0;0
4743;@nyahler Eu mesmo me considero mais bonito que o George Cloney ...;0;0;0;0;0;0;0;0;0;0;0;0
2616;"CHEGOU DANDO CANTADA NO CARNAVAL:
#CarnavalSemAssédio https://t.co/nR2SG157yr";0;0;0;0;0;0;0;0;0;0;0;0
434;ATENÇÃO: Todos os preços inacreditavelmente pela metade do dobro. #BlackFriday #Brasil;0;0;0;0;0;0;0;0;0;0;0;0
1498;Contra fatos não há argumentos https://t.co/Z6BwPu2rHo;0;0;0;0;0;0;0;0;0;0;0;0
272;@franmoraes2 PArece que tá morrendo né? Liga naum, tem um cachorro aqui no prédio que sempre confundo com uma foda.. rs;0;0;0;0;0;0;0;0;0;0;0;0
2983;valeu pela propaganda @AecioNeves https://t.co/8W74MGHyju;0;0;0;0;0;0;0;0;0;0;0;0
4227;A esquerda inventa o problema, incute na cabeça das pessoas que o problema existe, repete a mentira até que acredit _ https://t.co/v9m5h7Gc6z;0;0;0;0;0;0;0;0;0;0;0;0
1037;PASSA A VARA https://t.co/MjRJc4laSJ;0;0;0;0;0;0;0;0;0;0;0;0
2624;Mais um ano e novamente a @PretaGil comprova que tem o pior e mais falido bloco de Salvador. #nãotemninguém;0;0;0;0;0;0;0;0;0;0;0;0
3765;@CarlosMvrtins @Curate_Angola desculpa, eu gostava de conseguir respeitar a tua opinião mas não consigo. Se eles são felizes, pq contrariar?;0;0;0;0;0;0;0;0;0;0;0;0
1419;"Este ""aquecimento global"" está mesmo severo.";0;0;0;0;0;0;0;0;0;0;0;0
5177;@carlos_rauan @paoleet_ liga não mano , claro que ela tem carimbo no passaporte rs .. Ela veio p brasil refugiada da angola kkk;0;0;0;0;0;0;0;0;0;0;0;0
3599;RT @NyaCrisana: Acho MUITO BOM Que desde cedo as crianças aprendam que não há problema nenhum em ser-se homosexual.  https://t.co/JlY _;0;0;0;0;0;0;0;0;0;0;0;0
429;sorte de hoje: você não chama ricarda;0;0;0;0;0;0;0;0;0;0;0;0
539;achei essa pagina https://t.co/yoVjMs2Zz0;0;0;0;0;0;0;0;0;0;0;0;0
2994;A U.E. não conseguiu cumprir o acordo de acolher 90 mil refugiados. Previsível depois de todos os acontecimentos em Paris.;0;0;0;0;0;0;0;0;0;0;0;0
1494;"Humm... não sei se entendi... Quer ""respeito"" mas não se dá ao respeito?
É o que dá o efeito dos fumos.
@MileyCyrus https://t.co/fTeVFHpSn5";0;0;0;0;0;0;0;0;0;0;0;0
3880;Claramente Karen Jesuíno nunca namorou na vida https://t.co/7lURFd5iDp;0;0;0;0;0;0;0;0;0;0;0;0
153;"@MarleneBicalho Qq dia te relato umas. Sou pós-graduada em auto-flagelação e m formei em ""desligamento"". Apelido d infancia: Maria Desastre.";0;0;0;0;0;0;0;0;0;0;0;0
1135;Mulheres não confiam em mulheres. Nem nelas mesmas https://t.co/HjYX07Uja3;0;0;0;0;0;0;0;0;0;0;0;0
2018;Uma análise do primeiro livro revelou que o relacionamento entre Christian e Ana se caracteriza como violência... https://t.co/JJ0hWxxkN3;0;0;0;0;0;0;0;0;0;0;0;0
1219;"Eu, Nacionalista me confesso!
https://t.co/vWinrjkfkz
#PNR #RenovarPortugal #Portugal";0;0;0;0;0;0;0;0;0;0;0;0
461;nao tava entrando no twitter pq eu estava perdendo tempo vivendo #V1D4L0K4;0;0;0;0;0;0;0;0;0;0;0;0
2499;Também em #Machico, na Ilha da #Madeira, o #PNR está presente nas autárquicas pela primeira vez. Força _ https://t.co/ExI4LnWXqZ;0;0;0;0;0;0;0;0;0;0;0;0
2395;"RT @GABRIELPlNHEIRO: Liberal demais 
MBL entrou na política, na velha política https://t.co/fw4rnPHUer";0;0;0;0;0;0;0;0;0;0;0;0
3332;"RT @AltRightBR: ""Refugiado"" iraquiano estupra menino austríaco de 10 anos e alega ""emergência sexual"" | https://t.co/1SM32tveCX https://t.c _";0;0;0;0;0;0;0;0;0;0;0;0
4571;@LariInRIO @sanfs_ o meu ta assim tbm;0;0;0;0;0;0;0;0;0;0;0;0
459;é tanto calor que to começando a gostar de quem fala cuspindo;0;0;0;0;0;0;0;0;0;0;0;0
3357;RT @odedonafrida: Nunca mais saem os resultados das eleições do Sporting porque é o William Carvalho que está a contar os votos.;0;0;0;0;0;0;0;0;0;0;0;0
1675;"Comandante alerta p o perigo de se tirarem fotos e vídeos junto ao mar.
SIC pede a telespetadores p tirarem fotos e _ https://t.co/KWW2SDa07K";0;0;0;0;0;0;0;0;0;0;0;0
284;Hei Jovem espinhudo! AXÉ NÃO! RESTART NÃO! LEGIÃO URBANA NÃO ! Tenha um mínimo de decência nessa vida ordinária que vc leva!;0;0;0;0;0;0;0;0;0;0;0;0
3478;RT @JanainaDoBrasil: 13- Essa prática enraizada em nosso país faz com que os empresários sejam subservientes a quem está no poder. No lugar _;0;0;0;0;0;0;0;0;0;0;0;0
2707;@RuiHCruz Tenta a Olga Cardoso;0;0;0;0;0;0;0;0;0;0;0;0
4736;E qual o problema??!? Contrato quem eu quiser, oras! https://t.co/hRykXNkvik;0;0;0;0;0;0;0;0;0;0;0;0
5644;joguei futebol com o Fabrício;0;0;0;0;0;0;0;0;0;0;0;0
2828;"RT @BorrachinhaMMA: regrann @Bolsonaopressor -  A LUTA DO SÉCULO: UFC
Bolsonaro  X  Borrachinha.
Fortaleza/CE - 11 _ https://t.co/IvmzeCjej3";0;0;0;0;0;0;0;0;0;0;0;0
649;@Marinapontocom oi, desculpa por isso. eu dou print pra galera denunciar. pra expor mesmo os babacas. eu só quero ajudar, de verdade.;0;0;0;0;0;0;0;0;0;0;0;0
5343;Pior coisa que eu fiz foi ter comprado esse tênis branco;0;0;0;0;0;0;0;0;0;0;0;0
2730;"A #globo só mostra as ""belezas e o amor"" do carnaval.Mas, se quer saber a verdade, liga na @recordtvoficial que está mostrando tda Violência";0;0;0;0;0;0;0;0;0;0;0;0
2245;"CALOTÊIRA, PAGUE A CONTA!
#ClaudiaLeitteNoCaldeirão https://t.co/VWtpfhN3Vm";0;0;0;0;0;0;0;0;0;0;0;0
116;@_kcris OUvindo a música Preciso de vc.. Excelente, linda! Foda, pq tô separando. PQP...;0;0;0;0;0;0;0;0;0;0;0;0
450;O Facebook caiu justo agora que eu ia compartilhar aquela imagem pra doar 0,056442 centavos pra um coral de crianças mudas sem cabelo;0;0;0;0;0;0;0;0;0;0;0;0
1738;@gabrielcosta101 dizem que não...;0;0;0;0;0;0;0;0;0;0;0;0
1771;RT @gustavozelele: E ai clã https://t.co/Cvq3lwzVU3;0;0;0;0;0;0;0;0;0;0;0;0
149;Adoro essa energia daqui. Não gosto de lembrar que vou trabalhar no feriado. Mas, gosto de ter emprego. Então tá ótimo.. rs.;0;0;0;0;0;0;0;0;0;0;0;0
4051;A esquerda está morrendo de um Câncer terminal https://t.co/qcH8FkSNKh;0;0;0;0;0;0;0;0;0;0;0;0
5207;RT @profsandrag1: STF DESMORALIZADO Não percebe que queremos mudanças e não queremos candidatos de esquerda e fabianos em 2018  #SOSFAA @Er _;0;0;0;0;0;0;0;0;0;0;0;0
3162;"RT @Paulox36: Noruega: refugiados não aceitam apartamentos populares não; exigem casas! https://t.co/5DFEpAP5NG";0;0;0;0;0;0;0;0;0;0;0;0
4717;"#DiaDaMulher 
8 de Março https://t.co/9HzBTFenh4";0;0;0;0;0;0;0;0;0;0;0;0
4936;@kailatsm  me segurei pra não chorar na parte do vídeo e quando ele tava falando da Angola;0;0;0;0;0;0;0;0;0;0;0;0
1353;"Estou na dúvida entre ver o #Agarraamusica na SIC, o ""Desafio Final"" na TVI ou um balde de ácido na retina";0;0;0;0;0;0;0;0;0;0;0;0
1817;"Discurso de ódio 'do bem' 2017: matar o Bolsonaro (pois querem calar ele e as pessoas que o apoiam).
Isso é a esqu _ https://t.co/AI4KeiX296";0;0;0;0;0;0;0;0;0;0;0;0
810;"pelo menos com o capitalismo eu pude ver guerra civil na estreia
vai lá ver em cuba";0;0;0;0;0;0;0;0;0;0;0;0
286;Se vc gosta de Legião Urbana. Por favor de Unfollow. Aqui a gente tem vergonha na cara e bom gosto musical porra!;0;0;0;0;0;0;0;0;0;0;0;0
1954;Decididamente o Marques Mendes está a perder qualidades. Já nem a presença dos radares da PSP consegue adivinhar. SAD...;0;0;0;0;0;0;0;0;0;0;0;0
1890;Mas aí não tem como dormir AGORA, então contando q eu vou tentar dormir agora e vou conseguir dormir em 1hr tenho q _ https://t.co/lLzUWuRykk;0;0;0;0;0;0;0;0;0;0;0;0
197;#rilitros RT @amora_inlove @angelicamorango se eu tivesse na Liquid Love, iria participar da Promoção ME INFARTA MORANGO, kkkkkkk #passomal;0;0;0;0;0;0;0;0;0;0;0;0
2474;"Quando estás num primeiro date com uma miúda e do nada ela diz ""também já te vês a casar comigo e a ter filhos lind _ https://t.co/cMcx1guTHp";0;0;0;0;0;0;0;0;0;0;0;0
17;Jamais confunda um homem porco a um @homemdeverdade, um @homemdeverdade sabe bem a hora de lavar as mãos !;0;0;0;0;0;0;0;0;0;0;0;0
